12:31:25 [ServerInfo] ChaosMix loaded successfully
12:31:25 [ServerInfo] Character loaded successfully
12:31:25 [ServerInfo] Command loaded successfully
12:31:25 [ServerInfo] Common loaded successfully
12:31:26 [ServerInfo] Custom loaded successfully
12:31:26 [ServerInfo] Event loaded successfully
12:31:26 [ServerInfo] EventItemBag loaded successfully
12:31:26 [ServerInfo] Hack loaded successfully
12:31:26 [ServerInfo] Item loaded successfully
12:31:27 [ServerInfo] Monster loaded successfully
12:31:27 [ServerInfo] Move loaded successfully
12:31:27 [ServerInfo] Quest loaded successfully
12:31:27 [ServerInfo] Shop loaded successfully
12:31:27 [ServerInfo] Skill loaded successfully
12:31:27 [ServerInfo] Util loaded successfully
12:31:27 [Blood Castle] (1) Sync Start Time. [28] min remain
12:31:27 [Blood Castle] (1) SetState EMPTY
12:31:27 [Blood Castle] (2) Sync Start Time. [28] min remain
12:31:27 [Blood Castle] (2) SetState EMPTY
12:31:27 [Blood Castle] (3) Sync Start Time. [28] min remain
12:31:27 [Blood Castle] (3) SetState EMPTY
12:31:27 [Blood Castle] (4) Sync Start Time. [28] min remain
12:31:27 [Blood Castle] (4) SetState EMPTY
12:31:27 [Blood Castle] (5) Sync Start Time. [28] min remain
12:31:27 [Blood Castle] (5) SetState EMPTY
12:31:27 [Blood Castle] (6) Sync Start Time. [28] min remain
12:31:27 [Blood Castle] (6) SetState EMPTY
12:31:27 [Devil Square] (1) Sync Start Time. [58] min remain
12:31:27 [Devil Square] (1) SetState EMPTY
12:31:27 [Devil Square] (2) Sync Start Time. [58] min remain
12:31:27 [Devil Square] (2) SetState EMPTY
12:31:27 [Devil Square] (3) Sync Start Time. [58] min remain
12:31:27 [Devil Square] (3) SetState EMPTY
12:31:27 [Devil Square] (4) Sync Start Time. [58] min remain
12:31:27 [Devil Square] (4) SetState EMPTY
12:31:27 [Bingo] Sync Start Time. [578] min remain
12:31:27 [Bingo] SetState EMPTY
12:31:27 [JoinServerConnection] Connected
12:31:27 [DataServerConnection] Connected
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 111, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 196, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 170, Y: 74
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 96, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 199, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 124, Y: 84
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 152, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 200, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 119, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 100, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 125, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 199, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 105, Y: 83
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 189, Y: 70
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 200, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 111, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 145, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 121, Y: 80
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 96, Y: 71
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 204, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 182, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 135, Y: 84
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 99, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 176, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 125, Y: 70
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 196, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 177, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 168, Y: 74
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 189, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 140, Y: 84
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 180, Y: 74
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 154, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 146, Y: 85
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 177, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 137, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 198, Y: 80
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 199, Y: 80
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 126, Y: 78
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 140, Y: 71
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 185, Y: 83
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 103, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 145, Y: 83
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 181, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 188, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 158, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 139, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 105, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 188, Y: 75
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 147, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 192, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 113, Y: 75
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 103, Y: 85
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 98, Y: 75
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 170, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 141, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 99, Y: 70
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 150, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 176, Y: 78
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 155, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 166, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 180, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 151, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 196, Y: 75
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 177, Y: 70
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 175, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 101, Y: 82
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 123, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 152, Y: 71
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 126, Y: 74
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 126, Y: 85
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 162, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 118, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 181, Y: 78
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 188, Y: 80
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 163, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 185, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 116, Y: 84
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 159, Y: 85
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 183, Y: 74
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 161, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 191, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 159, Y: 85
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 144, Y: 72
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 101, Y: 75
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 157, Y: 80
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 187, Y: 84
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 188, Y: 70
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 150, Y: 77
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 102, Y: 70
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 176, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 178, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 112, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 140, Y: 73
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 152, Y: 81
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 99, Y: 76
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 188, Y: 83
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 160, Y: 75
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 117, Y: 78
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 163, Y: 79
12:40:00 [Invasion Manager] (Death King) Boss Position (Map: 3, X: 146, Y: 81
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 151, Y: 216
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 193, Y: 74
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 105, Y: 41
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 156, Y: 28
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 149, Y: 186
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 236, Y: 97
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 235, Y: 71
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 41, Y: 40
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 162, Y: 184
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 120, Y: 41
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 218, Y: 10
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 222, Y: 15
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 156, Y: 90
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 195, Y: 235
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 73, Y: 28
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 30, Y: 53
12:45:00 [Invasion Manager] (Red Dragon) Boss Position (Map: 0, X: 54, Y: 38
